3.12051;1.97677
3.14896;1.96243
3.10294;1.96342
3.14792;1.95429
3.11818;1.95598
3.14451;1.95908
3.16812;1.95842
3.14569;1.97409
3.1041;1.95375
3.12754;1.96858
3.12563;1.95473
3.13489;1.96295
3.13918;1.98681
3.16361;1.9685
3.1125;1.96289
3.13814;1.95555
3.13696;1.97608
3.15672;1.96181
3.12563;1.96058
3.17536;1.96433
3.13785;1.95802
3.1346;1.96282
3.15462;1.95407
3.15582;1.95418
3.15224;1.95934
3.18142;1.95636
3.16076;1.95566
3.1451;1.95602
3.12725;1.95444
3.15224;1.95899
3.12461;1.95975
3.18827;1.97967
3.15597;1.95546
3.1343;1.9683
3.14169;1.95679
3.12183;1.95519
3.1125;1.97017
3.12373;1.9564
3.13785;1.95866
3.15239;1.95689
3.14169;1.95433
3.13416;1.96901
3.1252;1.98431
3.14065;1.95926
3.12857;1.95668
3.15179;1.96824
3.14125;1.96024
3.14599;1.95254
3.1173;1.95402
3.15597;1.96469
3.12681;1.95339
3.14629;1.9594
3.14051;1.96565
3.16346;1.95507
3.10193;1.95791
3.15821;1.97317
3.16616;1.96713
3.15881;1.95795
3.10207;1.9561
3.13386;1.95972
3.1408;1.96075
3.11396;1.95799
3.14006;1.95479
3.15881;1.95763
3.12593;1.95618
3.17793;1.95499
3.13681;1.95521
3.13873;1.96403
3.17415;1.95557
3.11818;1.95612
3.19928;1.95876
3.1506;1.96542
3.13327;1.95539
3.14569;1.99324
3.14985;1.95792
3.14258;1.95779
3.1346;1.95547
3.15926;1.96145
3.14911;1.95566
3.14139;1.95912
3.13151;1.95513
3.11061;1.95735
3.13873;1.96408
3.13519;1.96322
3.15268;1.97293
3.13195;1.95563
3.10092;1.95538
3.1411;1.95753
3.12256;1.96558
3.14971;1.95963
3.15283;1.9549
3.13918;1.96407
3.15403;1.9539
3.13489;1.95922
3.15836;1.96694
3.14154;1.95521
3.13681;1.95394
3.13298;1.9537
3.14436;1.95491
3.15522;1.97117
3.12388;1.95615
3.12578;1.95473
3.11279;1.96473
3.13932;1.99139
3.1157;1.96145
3.14852;1.95864
3.13888;1.95834
3.15567;1.97102
3.12916;1.95974
3.1454;1.95537
