3.14302;0.07368
3.14718;0.05073
3.17204;0.056496
3.1192;0.053801
3.16887;0.054839
3.16091;0.051235
3.13386;0.058832
3.11148;0.053371
3.16586;0.048315
3.16301;0.058335
3.18248;0.049658
3.18264;0.057157
3.1343;0.05466
3.14956;0.060424
3.16842;0.051945
3.12754;0.058037
3.1296;0.056722
3.18218;0.048772
3.10467;0.062349
3.21239;0.052797
3.17219;0.060364
3.16781;0.055113
3.13136;0.049078
3.15134;0.056286
3.15507;0.058366
3.13401;0.048617
3.13063;0.05736
3.15552;0.056734
3.15298;0.057303
3.12739;0.05495
3.13873;0.057522
3.123;0.061455
3.17506;0.058094
3.14451;0.056698
3.16842;0.061385
3.12022;0.055432
3.16241;0.053227
3.15105;0.058876
3.14228;0.054996
3.14213;0.05524
3.11585;0.050479
3.14911;0.05639
3.12593;0.054924
3.15612;0.056574
3.13357;0.060744
3.17566;0.058262
3.16451;0.054221
3.18659;0.05002
3.15075;0.057499
3.12563;0.056408
3.09574;0.049239
3.12022;0.05849
3.14362;0.050994
3.16917;0.05802
3.15134;0.053015
3.13858;0.049506
3.11862;0.056534
3.1343;0.055011
3.14021;0.056329
3.14362;0.053875
3.13652;0.055752
3.13725;0.050297
3.18811;0.0572
3.15492;0.053264
3.14554;0.048986
3.16226;0.057289
3.15149;0.055204
3.13991;0.057643
3.17521;0.053051
3.16031;0.056733
3.14465;0.056207
3.17869;0.051026
3.20128;0.057586
3.13136;0.052116
3.17173;0.058339
3.15209;0.057482
3.15239;0.054604
3.16797;0.05649
3.14985;0.053516
3.13873;0.0576
3.16226;0.055231
3.16106;0.057048
3.14465;0.054527
3.11774;0.051318
3.16736;0.057142
3.13489;0.058679
3.15806;0.054543
3.15075;0.058672
3.15209;0.057513
3.13873;0.057979
3.18888;0.0547
3.14792;0.060563
3.18888;0.055214
3.14021;0.054064
3.16496;0.056608
3.12095;0.051498
3.14199;0.05667
3.13814;0.055095
3.13489;0.05892
3.12168;0.05344
3.15134;0.055286
3.15686;0.059068
3.09588;0.056853
3.11396;0.054907
3.09043;0.05722
3.14896;0.065061
3.12739;0.053723
3.19056;0.050195
3.13844;0.055621
3.13033;0.053469
