3.12329;2.01062
3.14288;2.02531
3.14376;2.0029
3.12183;2.02924
3.12563;2.01134
3.16556;1.99462
3.14036;2.02499
3.13401;2.00888
3.16511;2.01484
3.14911;2.02361
3.16646;1.99949
3.12798;2.00538
3.18021;2.0105
3.15119;2.0006
3.12432;2.02265
3.13903;2.00571
3.09631;2.00274
3.14228;2.00845
3.15194;2.03354
3.13004;2.01319
3.13195;2.00936
3.13063;2.01943
3.14139;2.06122
3.10844;2.01461
3.13858;2.03607
3.13416;2.03203
3.15507;1.99886
3.15597;2.02666
3.14495;2.0151
3.15612;2.03218
3.16136;2.02218
3.15552;2.00207
3.14733;1.99509
3.15701;2.00412
3.14451;2.02062
3.16346;2.01341
3.13666;1.99705
3.15896;1.99762
3.13563;1.99969
3.13254;2.00485
3.12827;1.99665
3.13048;1.99538
3.14747;1.99894
3.12505;1.99605
3.11323;2.0251
3.12051;2.00516
3.14525;1.99524
3.11003;1.99607
3.08885;1.99542
3.16706;2.01804
3.18021;1.99739
3.14777;1.99371
3.17068;2.02969
3.17914;1.99532
3.13048;1.99837
3.18598;2.00359
3.16947;2.0083
3.14095;2.00102
3.1293;1.99908
3.12417;2.0045
3.13224;2.00145
3.14199;2.01768
3.1503;2.01364
3.10627;2.10431
3.10887;2.11196
3.12271;2.06869
3.15851;2.02611
3.10887;2.0308
3.14792;2.02824
3.12563;2.04743
3.12725;2.02884
3.13386;2.11136
3.14837;2.26254
3.14362;2.14678
3.13534;2.16265
3.1796;2.10488
3.14213;2.0644
3.10844;2.09054
3.13239;2.00751
3.13048;2.02064
3.13755;2.00155
3.15686;2.03789
3.13195;2.00752
3.16106;2.00784
3.13313;2.03303
3.14451;2.03173
3.13224;1.99853
3.14629;2.02782
3.10265;2.09225
3.12008;2.03425
3.13401;2.00712
3.14644;1.99684
3.16872;1.99627
3.15328;2.01407
3.15791;1.99558
3.17869;1.99489
3.17612;1.99733
3.18066;1.99488
3.15522;2.01846
3.15075;1.99832
3.15791;1.99433
3.13977;1.9969
3.13932;1.99537
3.13563;1.99749
3.13725;2.0085
3.16076;1.99677
3.14525;1.99454
3.13386;1.99141
3.15239;1.99938
3.15836;1.99502
