-nan;-nan;-nan;-nan;-nan;0.19764872;
0.509434;0.603774;0.669811;0.688679;0.698113;0.10732425;
0.534392;0.656085;0.730159;0.751323;0.777778;0.11014706;
0.519164;0.627178;0.689895;0.728223;0.749129;0.10783665;
0.508997;0.624679;0.691517;0.727506;0.745501;0.10957408;
0.505071;0.618661;0.691684;0.724138;0.742393;0.10838649;
0.508230;0.636488;0.698903;0.736625;0.763375;0.10715966;
0.498194;0.620233;0.686873;0.722200;0.748294;0.10782303;
0.513396;0.637663;0.706047;0.743302;0.768053;0.10796574;
0.513943;0.639324;0.705272;0.741095;0.766131;0.10785138;
0.506049;0.630860;0.695584;0.732130;0.759905;0.11502018;
0.502354;0.627727;0.691217;0.728186;0.755741;0.14201658;
0.502995;0.628628;0.691494;0.728877;0.756251;0.14671215;
0.502192;0.628442;0.690443;0.728110;0.755444;0.18875989;
0.500577;0.626567;0.689132;0.727250;0.754641;0.27275459;
0.499934;0.626176;0.688497;0.726848;0.754301;0.35774539;
0.499637;0.625666;0.688095;0.726499;0.753902;0.41335099;
-nan;-nan;-nan;-nan;-nan;-nan;0.11661077;
0.509434;0.603774;0.669811;0.688679;0.698113;0.716981;0.11097884;
0.534392;0.656085;0.730159;0.751323;0.777778;0.798942;0.10664961;
0.519164;0.627178;0.689895;0.728223;0.749129;0.770035;0.10696599;
0.508997;0.624679;0.691517;0.727506;0.745501;0.760925;0.10666126;
0.505071;0.618661;0.691684;0.724138;0.742393;0.756592;0.10800212;
0.508230;0.636488;0.698903;0.736625;0.763375;0.785322;0.11172525;
0.498194;0.620233;0.686873;0.722200;0.748294;0.769169;0.10779972;
0.513396;0.637663;0.706047;0.743302;0.768053;0.790253;0.10767044;
0.513943;0.639324;0.705272;0.741095;0.766131;0.788113;0.11148869;
0.506049;0.630860;0.695584;0.732130;0.759905;0.780774;0.11897149;
0.502354;0.627727;0.691217;0.728186;0.755741;0.776980;0.13886075;
0.502995;0.628628;0.691494;0.728877;0.756251;0.777092;0.15745203;
0.502192;0.628442;0.690443;0.728110;0.755444;0.775968;0.17684093;
0.500577;0.626567;0.689132;0.727250;0.754641;0.775238;0.32466713;
0.499934;0.626176;0.688497;0.726848;0.754301;0.774864;0.40218762;
0.499637;0.625666;0.688095;0.726499;0.753902;0.774382;0.46559282;
-nan;-nan;-nan;-nan;-nan;-nan;-nan;0.11154488;
0.509434;0.603774;0.669811;0.688679;0.698113;0.716981;0.745283;0.10793827;
0.534392;0.656085;0.730159;0.751323;0.777778;0.798942;0.814815;0.11119715;
0.519164;0.627178;0.689895;0.728223;0.749129;0.770035;0.787456;0.11233533;
0.508997;0.624679;0.691517;0.727506;0.745501;0.760925;0.776350;0.11179561;
0.505071;0.618661;0.691684;0.724138;0.742393;0.756592;0.770791;0.10773473;
0.508230;0.636488;0.698903;0.736625;0.763375;0.785322;0.801783;0.11174665;
0.498194;0.620233;0.686873;0.722200;0.748294;0.769169;0.784825;0.11179847;
0.513396;0.637663;0.706047;0.743302;0.768053;0.790253;0.805307;0.11199502;
0.513943;0.639324;0.705272;0.741095;0.766131;0.788113;0.803379;0.11200313;
0.506049;0.630860;0.695584;0.732130;0.759905;0.780774;0.797056;0.12822379;
0.502354;0.627727;0.691217;0.728186;0.755741;0.776980;0.793054;0.15860726;
0.502995;0.628628;0.691494;0.728877;0.756251;0.777092;0.792628;0.17086878;
0.502192;0.628442;0.690443;0.728110;0.755444;0.775968;0.792057;0.19683376;
0.500577;0.626567;0.689132;0.727250;0.754641;0.775238;0.791377;0.37238386;
0.499934;0.626176;0.688497;0.726848;0.754301;0.774864;0.790940;0.42423196;
0.499637;0.625666;0.688095;0.726499;0.753902;0.774382;0.790535;0.52955198;
-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;0.11179907;
0.509434;0.603774;0.669811;0.688679;0.698113;0.716981;0.745283;0.754717;0.11192894;
0.534392;0.656085;0.730159;0.751323;0.777778;0.798942;0.814815;0.825397;0.11202815;
0.519164;0.627178;0.689895;0.728223;0.749129;0.770035;0.787456;0.804878;0.11163033;
0.508997;0.624679;0.691517;0.727506;0.745501;0.760925;0.776350;0.796915;0.11161341;
0.505071;0.618661;0.691684;0.724138;0.742393;0.756592;0.770791;0.789047;0.11163983;
0.508230;0.636488;0.698903;0.736625;0.763375;0.785322;0.801783;0.816187;0.11207361;
0.498194;0.620233;0.686873;0.722200;0.748294;0.769169;0.784825;0.797270;0.11188321;
0.513396;0.637663;0.706047;0.743302;0.768053;0.790253;0.805307;0.817555;0.11222636;
0.513943;0.639324;0.705272;0.741095;0.766131;0.788113;0.803379;0.814574;0.11311712;
0.506049;0.630860;0.695584;0.732130;0.759905;0.780774;0.797056;0.809809;0.11939092;
0.502354;0.627727;0.691217;0.728186;0.755741;0.776980;0.793054;0.805827;0.14311039;
0.502995;0.628628;0.691494;0.728877;0.756251;0.777092;0.792628;0.805410;0.15788308;
0.502192;0.628442;0.690443;0.728110;0.755444;0.775968;0.792057;0.804997;0.21519945;
0.500577;0.626567;0.689132;0.727250;0.754641;0.775238;0.791377;0.804395;0.38401723;
0.499934;0.626176;0.688497;0.726848;0.754301;0.774864;0.790940;0.804033;0.49273847;
0.499637;0.625666;0.688095;0.726499;0.753902;0.774382;0.790535;0.803569;0.57993193;
-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;-nan;0.10986243;
0.509434;0.603774;0.669811;0.688679;0.698113;0.716981;0.745283;0.754717;0.754717;0.11478161;
0.534392;0.656085;0.730159;0.751323;0.777778;0.798942;0.814815;0.825397;0.825397;0.11099688;
0.519164;0.627178;0.689895;0.728223;0.749129;0.770035;0.787456;0.804878;0.815331;0.11079995;
0.508997;0.624679;0.691517;0.727506;0.745501;0.760925;0.776350;0.796915;0.807198;0.11229331;
0.505071;0.618661;0.691684;0.724138;0.742393;0.756592;0.770791;0.789047;0.799189;0.11158801;
0.508230;0.636488;0.698903;0.736625;0.763375;0.785322;0.801783;0.816187;0.826475;0.11012641;
0.498194;0.620233;0.686873;0.722200;0.748294;0.769169;0.784825;0.797270;0.810116;0.11543817;
0.513396;0.637663;0.706047;0.743302;0.768053;0.790253;0.805307;0.817555;0.828783;0.11342051;
0.513943;0.639324;0.705272;0.741095;0.766131;0.788113;0.803379;0.814574;0.825972;0.11311079;
0.506049;0.630860;0.695584;0.732130;0.759905;0.780774;0.797056;0.809809;0.821555;0.12411198;
