50000;3.1461598873;0.0016700000
100000;3.1419999599;0.0037809999
200000;3.1421198845;0.0069639999
300000;3.1422266960;0.0083440002
400000;3.1410000324;0.0110060005
500000;3.1431839466;0.0145150004
600000;3.1417999268;0.0158409998
700000;3.1426513195;0.0185640007
800000;3.1427450180;0.0212430004
900000;3.1405067444;0.0232009999
1000000;3.1414120197;0.0287350006
50000;3.1436800957;0.0013770000
100000;3.1365199089;0.0027620001
200000;3.1451199055;0.0054190001
300000;3.1452667713;0.0078670001
400000;3.1428298950;0.0139420005
500000;3.1435360909;0.0133090001
600000;3.1421265602;0.0152679998
700000;3.1423141956;0.0187449995
800000;3.1429049969;0.0205470007
900000;3.1415333748;0.0237210002
1000000;3.1414439678;0.0262930002
50000;3.1514399052;0.0013170000
100000;3.1415600777;0.0027660001
200000;3.1455600262;0.0056449999
300000;3.1437199116;0.0081610000
400000;3.1452701092;0.0108220000
500000;3.1430399418;0.0141759999
600000;3.1388599873;0.0154020004
700000;3.1443998814;0.0192530006
800000;3.1408998966;0.0216920003
900000;3.1411600113;0.0230979994
1000000;3.1446840763;0.0267290007
50000;3.1356799603;0.0013020000
100000;3.1436800957;0.0027670001
200000;3.1333599091;0.0055149999
300000;3.1395733356;0.0078560002
400000;3.1427099705;0.0112030003
500000;3.1416881084;0.0205080006
600000;3.1391732693;0.0192000009
700000;3.1416113377;0.0189319998
800000;3.1391150951;0.0227550007
900000;3.1413421631;0.0243919995
1000000;3.1421599388;0.0274599995
50000;3.1439199448;0.0016080000
100000;3.1442000866;0.0026179999
200000;3.1455800533;0.0055640000
300000;3.1388533115;0.0082320003
400000;3.1433100700;0.0132560004
500000;3.1412160397;0.0140800001
600000;3.1413600445;0.0164230000
700000;3.1382970810;0.0183390006
800000;3.1408250332;0.0216480009
900000;3.1409821510;0.0240969993
1000000;3.1391758919;0.0259729996
50000;3.1474399567;0.0013030000
100000;3.1368401051;0.0026060001
200000;3.1445400715;0.0055140001
300000;3.1393866539;0.0078929998
400000;3.1386599541;0.0110350000
500000;3.1470079422;0.0137689998
600000;3.1405267715;0.0155560002
700000;3.1418743134;0.0193750001
800000;3.1471700668;0.0211219992
900000;3.1415200233;0.0237269998
1000000;3.1437480450;0.0266989991
50000;3.1388800144;0.0013350000
100000;3.1373200417;0.0027220000
200000;3.1389799118;0.0054569999
300000;3.1447999477;0.0083240001
400000;3.1370000839;0.0107300002
500000;3.1389040947;0.0150239998
600000;3.1385266781;0.0158699993
700000;3.1394343376;0.0183409993
800000;3.1404600143;0.0215620007
900000;3.1445155144;0.0237980001
1000000;3.1410400867;0.0289580002
50000;3.1390399933;0.0013070001
100000;3.1414799690;0.0027530000
200000;3.1441800594;0.0054520001
300000;3.1411867142;0.0084279999
400000;3.1418700218;0.0115879998
500000;3.1422240734;0.0147960000
600000;3.1441934109;0.0173780005
700000;3.1427428722;0.0180910006
800000;3.1390750408;0.0211679991
900000;3.1412577629;0.0242100004
1000000;3.1435561180;0.0262199994
50000;3.1275999546;0.0013760000
100000;3.1400001049;0.0028270001
200000;3.1400198936;0.0054739998
300000;3.1439065933;0.0080979997
400000;3.1399400234;0.0108310003
500000;3.1429040432;0.0134349996
600000;3.1425399780;0.0154660000
700000;3.1404514313;0.0186429992
800000;3.1394801140;0.0214399993
900000;3.1450755596;0.0234789997
1000000;3.1417880058;0.0266040005
50000;3.1396000385;0.0013839999
100000;3.1270000935;0.0026640000
200000;3.1391799450;0.0054239999
300000;3.1421999931;0.0082559995
400000;3.1438400745;0.0103879999
500000;3.1427199841;0.0131379999
600000;3.1445865631;0.0158409998
700000;3.1414058208;0.0185460001
800000;3.1409749985;0.0210200008
900000;3.1412134171;0.0238719992
1000000;3.1401839256;0.0262850001
