0;-nan;0.3138362750
100000;3.1474000000;0.2460705910
200000;3.1403400000;0.2439456400
300000;3.1409333333;0.2539193460
400000;3.1395100000;0.2712076490
500000;3.1409360000;0.2833346690
600000;3.1451600000;0.1957297610
700000;3.1408628571;0.2965063460
800000;3.1426250000;0.3201460810
900000;3.1429911111;0.3292127030
1000000;3.1391000000;0.3417200740
0;-nan;0.1592478730
100000;3.1472400000;0.1529512220
200000;3.1444600000;0.1916478680
300000;3.1407466667;0.1978914660
400000;3.1437900000;0.2962492300
500000;3.1382560000;0.2614725990
600000;3.1365066667;0.3024713540
700000;3.1413600000;0.2977344830
800000;3.1412200000;0.3150066070
900000;3.1417600000;0.2108054370
1000000;3.1401560000;0.2820674230
0;-nan;0.2297384170
100000;3.1351200000;0.2295850230
200000;3.1409200000;0.2664898520
300000;3.1350533333;0.2690058210
400000;3.1399100000;0.2805200920
500000;3.1416240000;0.2962180080
600000;3.1434200000;0.2928644880
700000;3.1423485714;0.3010400890
800000;3.1395150000;0.3135451690
900000;3.1410800000;0.3253626720
1000000;3.1405600000;0.3345570240
0;-nan;0.2271711950
100000;3.1420400000;0.2371888810
200000;3.1324400000;0.2413612730
300000;3.1375600000;0.2645968020
400000;3.1452600000;0.2756067620
500000;3.1381360000;0.2890049960
600000;3.1442066667;0.2413584250
700000;3.1403428571;0.3003031220
800000;3.1417500000;0.3172446010
900000;3.1375866667;0.2971750430
1000000;3.1408600000;0.3376855050
0;-nan;0.2386126010
100000;3.1376800000;0.2278116470
200000;3.1388400000;0.2349087340
300000;3.1425600000;0.2840882650
400000;3.1413900000;0.2676082570
500000;3.1415600000;0.2888689680
600000;3.1408866667;0.2894191740
700000;3.1387085714;0.2314774530
800000;3.1436000000;0.3383874700
900000;3.1425911111;0.3292475190
1000000;3.1419800000;0.3342811600
0;-nan;0.2202293040
100000;3.1396800000;0.2439531730
200000;3.1403600000;0.2588368420
300000;3.1472933333;0.2613899860
400000;3.1424700000;0.2698711730
500000;3.1390480000;0.2888902180
600000;3.1438333333;0.2784475410
700000;3.1404342857;0.3028012120
800000;3.1446100000;0.3156049600
900000;3.1371955556;0.3182451400
1000000;3.1396360000;0.3348896600
0;-nan;0.2313494570
100000;3.1405200000;0.2362306230
200000;3.1457400000;0.2055819510
300000;3.1437600000;0.2588615740
400000;3.1412800000;0.2835028490
500000;3.1421200000;0.2842186620
600000;3.1402400000;0.3702930100
700000;3.1426114286;0.3101063620
800000;3.1424850000;0.2981681530
900000;3.1425111111;0.3245549250
1000000;3.1409520000;0.3810627620
0;-nan;0.2303797850
100000;3.1313200000;0.2401515750
200000;3.1377000000;0.2516535380
300000;3.1414533333;0.2803006750
400000;3.1425200000;0.2971938400
500000;3.1428640000;0.2781549910
600000;3.1394333333;0.2865117280
700000;3.1441371429;0.2467644660
800000;3.1415650000;0.3187850540
900000;3.1385288889;0.3277912230
1000000;3.1394280000;0.3329774360
0;-nan;0.2257275400
100000;3.1401600000;0.2615374460
200000;3.1402400000;0.2369930600
300000;3.1436400000;0.2373352270
400000;3.1378100000;0.2662266740
500000;3.1424560000;0.3304657430
600000;3.1392733333;0.2879313320
700000;3.1418114286;0.3695406120
800000;3.1426900000;0.3179674100
900000;3.1407466667;0.2900478750
1000000;3.1419040000;0.3377567750
0;-nan;0.2464090390
100000;3.1469600000;0.2309122260
200000;3.1407600000;0.2467908270
300000;3.1410533333;0.2426013570
400000;3.1412400000;0.2902654050
500000;3.1428000000;0.2775206280
600000;3.1390266667;0.6810199670
700000;3.1414800000;0.3066096130
800000;3.1432600000;0.3266420800
900000;3.1405066667;0.3485140400
1000000;3.1421480000;0.2931105680
