0;-nan;0.1601006830
100000;3.1396800000;0.1111445400
200000;3.1366400000;0.1179110770
300000;3.1357866667;0.1262224920
400000;3.1405000000;0.1198485800
500000;3.1417440000;0.1168251860
600000;3.1459200000;0.1244675430
700000;3.1412000000;0.1272048150
800000;3.1456650000;0.1293386770
900000;3.1466400000;0.1192519090
1000000;3.1412040000;0.1298343880
0;-nan;0.1108916630
100000;3.1406800000;0.1178871410
200000;3.1471200000;0.1144994800
300000;3.1419466667;0.1180179640
400000;3.1380700000;0.1222690080
500000;3.1413600000;0.1321932020
600000;3.1417000000;0.1357297820
700000;3.1448342857;0.1265609790
800000;3.1397500000;0.1266226450
900000;3.1412311111;0.1337341940
1000000;3.1399480000;0.1365770360
0;-nan;0.1124107620
100000;3.1450400000;0.1066083900
200000;3.1368000000;0.1156879290
300000;3.1460133333;0.1203647600
400000;3.1439200000;0.1260942430
500000;3.1396560000;0.1177076110
600000;3.1433266667;0.1240606650
700000;3.1398857143;0.1250657760
800000;3.1413800000;0.1312357890
900000;3.1409822222;0.1272262860
1000000;3.1430640000;0.1363540440
0;-nan;0.1098307810
100000;3.1371600000;0.1215839780
200000;3.1444800000;0.1162107730
300000;3.1383066667;0.1042150170
400000;3.1400700000;0.1198255050
500000;3.1385600000;0.1264190900
600000;3.1366533333;0.1305612160
700000;3.1429485714;0.1212165520
800000;3.1412250000;0.1294578870
900000;3.1428000000;0.1322014470
1000000;3.1410280000;0.1356853670
0;-nan;0.1182562930
100000;3.1368800000;0.1112544420
200000;3.1424800000;0.1215091260
300000;3.1418933333;0.1171168410
400000;3.1413700000;0.1246992670
500000;3.1405920000;0.1183266650
600000;3.1385933333;0.1191235200
700000;3.1413142857;0.1282743710
800000;3.1434750000;0.1373320860
900000;3.1400266667;0.1328791050
1000000;3.1408480000;0.1306521580
0;-nan;0.1197599820
100000;3.1450800000;0.1151323840
200000;3.1422200000;0.1176531190
300000;3.1391200000;0.1159130430
400000;3.1444600000;0.1288104510
500000;3.1433120000;0.1246691310
600000;3.1394266667;0.1259470560
700000;3.1400457143;0.1247502290
800000;3.1440200000;0.1288033650
900000;3.1413644444;0.1309969310
1000000;3.1431520000;0.1324781930
0;-nan;0.1168174470
100000;3.1385600000;0.1102112430
200000;3.1457200000;0.1135563310
300000;3.1408266667;0.1207710780
400000;3.1421200000;0.1258942470
500000;3.1387440000;0.1277076050
600000;3.1444666667;0.1252167210
700000;3.1408914286;0.1236257600
800000;3.1405350000;0.1288135130
900000;3.1425911111;0.1314099540
1000000;3.1401160000;0.1375316010
0;-nan;0.1100564920
100000;3.1447600000;0.1207699480
200000;3.1384400000;0.1177688000
300000;3.1428800000;0.1208806750
400000;3.1403400000;0.1204563110
500000;3.1429840000;0.1223905480
600000;3.1427866667;0.1251137260
700000;3.1406800000;0.1209430120
800000;3.1406550000;0.1264379690
900000;3.1433466667;0.1347067030
1000000;3.1398160000;0.1350784260
0;-nan;0.1179398800
100000;3.1504000000;0.1245347580
200000;3.1419200000;0.1227436560
300000;3.1458266667;0.1155498840
400000;3.1384600000;0.1211576550
500000;3.1411360000;0.1156018140
600000;3.1394600000;0.1453277000
700000;3.1411714286;0.1316982910
800000;3.1392750000;0.1290167260
900000;3.1417288889;0.1309642960
1000000;3.1433440000;0.1390233030
0;-nan;0.1196226980
100000;3.1426000000;0.1228896040
200000;3.1493800000;0.1265125200
300000;3.1385066667;0.1231263180
400000;3.1441100000;0.1190148500
500000;3.1466320000;0.1229710840
600000;3.1421666667;0.1228049110
700000;3.1393942857;0.1314699780
800000;3.1400600000;0.1315091200
900000;3.1397466667;0.1306564360
1000000;3.1404840000;0.1302884790
