50000;3.1455200000;0.0025490000
100000;3.1367200000;0.0051160000
200000;3.1397200000;0.0067140000
300000;3.1355066667;0.0084620000
400000;3.1359700000;0.0105340000
500000;3.1419120000;0.0149680000
600000;3.1412266667;0.0154410000
700000;3.1405828571;0.0208900000
800000;3.1412450000;0.0208860000
900000;3.1415288889;0.0238870000
1000000;3.1418520000;0.0261590000
50000;3.1488000000;0.0013170000
100000;3.1458400000;0.0026380000
200000;3.1368600000;0.0059150000
300000;3.1351600000;0.0097490000
400000;3.1391300000;0.0108820000
500000;3.1437440000;0.0132600000
600000;3.1448400000;0.0159560000
700000;3.1425885714;0.0176920000
800000;3.1427350000;0.0204100000
900000;3.1415555556;0.0234240000
1000000;3.1409880000;0.0258190000
50000;3.1434400000;0.0013040000
100000;3.1369600000;0.0027240000
200000;3.1435800000;0.0052530000
300000;3.1374133333;0.0078100000
400000;3.1415800000;0.0105970000
500000;3.1427520000;0.0137000000
600000;3.1397933333;0.0153720000
700000;3.1436114286;0.0188440000
800000;3.1415600000;0.0212210000
900000;3.1438400000;0.0231020000
1000000;3.1405200000;0.0260520000
50000;3.1406400000;0.0013380000
100000;3.1420400000;0.0026120000
200000;3.1419000000;0.0057370000
300000;3.1428000000;0.0080110000
400000;3.1478400000;0.0110140000
500000;3.1438160000;0.0140760000
600000;3.1382800000;0.0178510000
700000;3.1430914286;0.0188870000
800000;3.1402850000;0.0206850000
900000;3.1406755556;0.0258640000
1000000;3.1422160000;0.0261590000
50000;3.1474400000;0.0013450000
100000;3.1439600000;0.0030370000
200000;3.1449000000;0.0053770000
300000;3.1394933333;0.0082250000
400000;3.1437200000;0.0127740000
500000;3.1389760000;0.0130040000
600000;3.1406666667;0.0162420000
700000;3.1399257143;0.0197760000
800000;3.1425750000;0.0210390000
900000;3.1441644444;0.0235170000
1000000;3.1424000000;0.0268700000
50000;3.1392800000;0.0013180000
100000;3.1374000000;0.0026400000
200000;3.1449600000;0.0053530000
300000;3.1401333333;0.0078030000
400000;3.1421900000;0.0107730000
500000;3.1393440000;0.0143430000
600000;3.1454066667;0.0169930000
700000;3.1401142857;0.0183290000
800000;3.1418550000;0.0206630000
900000;3.1438355556;0.0226580000
1000000;3.1432880000;0.0259630000
50000;3.1329600000;0.0013870000
100000;3.1453200000;0.0025900000
200000;3.1435000000;0.0054390000
300000;3.1423866667;0.0079630000
400000;3.1433000000;0.0105110000
500000;3.1399680000;0.0134410000
600000;3.1410266667;0.0157640000
700000;3.1417942857;0.0182000000
800000;3.1403650000;0.0211940000
900000;3.1430488889;0.0246440000
1000000;3.1410000000;0.0264010000
50000;3.1372800000;0.0013450000
100000;3.1508400000;0.0026820000
200000;3.1373200000;0.0061040000
300000;3.1455733333;0.0078260000
400000;3.1388600000;0.0119140000
500000;3.1407040000;0.0149330000
600000;3.1415200000;0.0252830000
700000;3.1428800000;0.0221460000
800000;3.1405300000;0.0210050000
900000;3.1440088889;0.0242170000
1000000;3.1417160000;0.0267780000
50000;3.1449600000;0.0013360000
100000;3.1355600000;0.0027380000
200000;3.1373400000;0.0053830000
300000;3.1432266667;0.0081560000
400000;3.1368900000;0.0110420000
500000;3.1418080000;0.0139290000
600000;3.1412000000;0.0160900000
700000;3.1396457143;0.0182140000
800000;3.1418800000;0.0210060000
900000;3.1382933333;0.0242920000
1000000;3.1438000000;0.0258010000
50000;3.1361600000;0.0013040000
100000;3.1351600000;0.0026300000
200000;3.1371000000;0.0052830000
300000;3.1418933333;0.0078090000
400000;3.1421600000;0.0104890000
500000;3.1403760000;0.0134330000
600000;3.1431733333;0.0154520000
700000;3.1422800000;0.0181130000
800000;3.1450050000;0.0214590000
900000;3.1403511111;0.0235030000
1000000;3.1403280000;0.0261440000
