50000;3.1453600000;0.0013940000
100000;3.1375200000;0.0042480000
200000;3.1419600000;0.0058680000
300000;3.1406000000;0.0100250000
400000;3.1417100000;0.0106170000
500000;3.1436880000;0.0140920000
600000;3.1420933333;0.0154830000
700000;3.1466628571;0.0185520000
800000;3.1425500000;0.0216880000
900000;3.1415600000;0.0227920000
1000000;3.1429440000;0.0267290000
50000;3.1402400000;0.0013700000
100000;3.1411600000;0.0037700000
200000;3.1412600000;0.0073340000
300000;3.1425333333;0.0079980000
400000;3.1425900000;0.0105670000
500000;3.1396080000;0.0138700000
600000;3.1390733333;0.0161340000
700000;3.1410857143;0.0182020000
800000;3.1408750000;0.0217020000
900000;3.1445022222;0.0239010000
1000000;3.1415720000;0.0262790000
50000;3.1409600000;0.0014000000
100000;3.1379200000;0.0026100000
200000;3.1353200000;0.0054330000
300000;3.1425200000;0.0083590000
400000;3.1413900000;0.0110220000
500000;3.1423760000;0.0134820000
600000;3.1400533333;0.0164170000
700000;3.1411714286;0.0184710000
800000;3.1393450000;0.0209900000
900000;3.1417688889;0.0231820000
1000000;3.1397600000;0.0268090000
50000;3.1396800000;0.0012880000
100000;3.1432800000;0.0025790000
200000;3.1381400000;0.0052110000
300000;3.1410266667;0.0078300000
400000;3.1403900000;0.0109420000
500000;3.1409920000;0.0176190000
600000;3.1431533333;0.0195050000
700000;3.1412400000;0.0193210000
800000;3.1445450000;0.0211030000
900000;3.1412533333;0.0261860000
1000000;3.1399040000;0.0263250000
50000;3.1401600000;0.0013940000
100000;3.1474400000;0.0027350000
200000;3.1409000000;0.0053620000
300000;3.1420400000;0.0081290000
400000;3.1381600000;0.0109840000
500000;3.1407040000;0.0136840000
600000;3.1422466667;0.0162530000
700000;3.1413085714;0.0198250000
800000;3.1417850000;0.0215510000
900000;3.1423644444;0.0235270000
1000000;3.1434600000;0.0267480000
50000;3.1577600000;0.0013860000
100000;3.1347200000;0.0026960000
200000;3.1407200000;0.0053780000
300000;3.1448800000;0.0082280000
400000;3.1347000000;0.0107070000
500000;3.1440880000;0.0134270000
600000;3.1414066667;0.0161540000
700000;3.1435657143;0.0184050000
800000;3.1418500000;0.0213480000
900000;3.1433333333;0.0237770000
1000000;3.1414600000;0.0271340000
50000;3.1475200000;0.0014390000
100000;3.1337200000;0.0029630000
200000;3.1394400000;0.0072010000
300000;3.1418933333;0.0077120000
400000;3.1430400000;0.0108820000
500000;3.1398720000;0.0138500000
600000;3.1420133333;0.0155650000
700000;3.1415142857;0.0186010000
800000;3.1403550000;0.0213410000
900000;3.1426177778;0.0235430000
1000000;3.1433680000;0.0278000000
50000;3.1314400000;0.0013790000
100000;3.1438800000;0.0026860000
200000;3.1431400000;0.0053110000
300000;3.1439466667;0.0083180000
400000;3.1412300000;0.0106590000
500000;3.1427280000;0.0131330000
600000;3.1420466667;0.0173100000
700000;3.1415200000;0.0179540000
800000;3.1421550000;0.0214860000
900000;3.1405511111;0.0238110000
1000000;3.1425840000;0.0256700000
50000;3.1420000000;0.0012880000
100000;3.1459200000;0.0028060000
200000;3.1418800000;0.0054720000
300000;3.1405600000;0.0082210000
400000;3.1424800000;0.0108900000
500000;3.1369680000;0.0138330000
600000;3.1433800000;0.0157180000
700000;3.1394514286;0.0184810000
800000;3.1400550000;0.0214510000
900000;3.1414800000;0.0236990000
1000000;3.1383280000;0.0266440000
50000;3.1504800000;0.0012870000
100000;3.1376800000;0.0026580000
200000;3.1431000000;0.0054530000
300000;3.1468266667;0.0097190000
400000;3.1428400000;0.0114700000
500000;3.1395440000;0.0141200000
600000;3.1407133333;0.0157660000
700000;3.1413828571;0.0186100000
800000;3.1403700000;0.0211950000
900000;3.1416088889;0.0239220000
1000000;3.1456760000;0.0264880000
